complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000251,2024-06-01 07:18:38,CUST-2092,email,Shipment ORD-379473 short by 16 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-7939,onions,Asia,ORD-379473,shipment ord379473 short by 16 items packing list doesnt match actual delivery,shipment ord379473 short 16 items packing list doesnt match actual delivery,3
CMP-000252,2024-06-01 21:55:54,CUST-2434,web,"Order ORD-837623 completely ruined. onions arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-5460,oranges,North America,ORD-837623,order ord837623 completely ruined onions arrived in terrible condition cannot be sold,order ord837623 completely ruined onions arrived terrible condition cannot sold,0
CMP-000253,2024-06-02 12:33:11,CUST-1040,social,Order ORD-329437 is incomplete. Missing 13 units of avocados.,Missing Items,medium,SUP-12112,avocados,Asia,ORD-329437,order ord329437 is incomplete missing 13 units of avocados,order ord329437 incomplete missing 13 units avocados,3
CMP-000254,2024-06-03 03:10:27,CUST-1302,app,Missing certificates for order ORD-122977. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-7472,avocados,Asia,ORD-122977,missing certificates for order ord122977 cannot clear customs without proper documentation,missing certificates order ord122977 cannot clear customs without proper documentation,2
CMP-000255,2024-06-03 17:47:44,CUST-2499,social,Unacceptable behavior from your team handling order ORD-265154. Need to speak with a manager.,Service Complaint,medium,SUP-11672,cucumbers,Europe,ORD-265154,unacceptable behavior from your team handling order ord265154 need to speak with a manager,unacceptable behavior team handling order ord265154 need speak manager,7
CMP-000256,2024-06-04 08:25:00,CUST-2503,web,Shipment ORD-421727 short by 49 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-12545,peaches,North America,ORD-421727,shipment ord421727 short by 49 items packing list doesnt match actual delivery,shipment ord421727 short 49 items packing list doesnt match actual delivery,3
CMP-000257,2024-06-04 23:02:17,CUST-2309,email,Unacceptable behavior from your team handling order ORD-331625. Need to speak with a manager.,Service Complaint,high,SUP-10235,cantaloupe,Europe,ORD-331625,unacceptable behavior from your team handling order ord331625 need to speak with a manager,unacceptable behavior team handling order ord331625 need speak manager,7
CMP-000258,2024-06-05 13:39:33,CUST-1023,web,"Delivery delay for shipment ORD-568325. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,low,SUP-11001,spinach,Asia,ORD-568325,delivery delay for shipment ord568325 expected 20251029 still not received our customers are waiting,delivery delay shipment ord568325 expected 20251029 still received customers waiting,1
CMP-000259,2024-06-06 04:16:50,CUST-2009,social,Quality issue with order ORD-534130. The potatoes show signs of improper handling during transport.,Damaged Goods,high,SUP-11547,cherries,Asia,ORD-534130,quality issue with order ord534130 the potatoes show signs of improper handling during transport,quality issue order ord534130 potatoes show signs improper handling transport,0
CMP-000260,2024-06-06 18:54:06,CUST-1041,web,Customer service rep was very unprofessional when I called about order ORD-409234.,Service Complaint,low,SUP-7768,garlic,North America,ORD-409234,customer service rep was very unprofessional when i called about order ord409234,customer service rep unprofessional called order ord409234,7
CMP-000261,2024-06-07 09:31:22,CUST-2442,email,Order ORD-606186 missing items. Expected 151 but received only 71 lemons.,Missing Items,medium,SUP-10711,potatoes,North America,ORD-606186,order ord606186 missing items expected 151 but received only 71 lemons,order ord606186 missing items expected 151 received 71 lemons,3
CMP-000262,2024-06-08 00:08:39,CUST-2106,web,Customer service rep was very unprofessional when I called about order ORD-865433.,Service Complaint,high,SUP-5031,spinach,Asia,ORD-865433,customer service rep was very unprofessional when i called about order ord865433,customer service rep unprofessional called order ord865433,7
CMP-000263,2024-06-08 14:45:55,CUST-2687,social,Order ORD-408857 contains lettuce that are already showing signs of spoilage upon arrival.,Quality Issues,high,SUP-11429,raspberries,Europe,ORD-408857,order ord408857 contains lettuce that are already showing signs of spoilage upon arrival,order ord408857 contains lettuce already showing signs spoilage upon arrival,6
CMP-000264,2024-06-09 05:23:12,CUST-2832,web,Invoice ORD-612855 shows incorrect pricing. We were quoted $2028 but charged $2592.,Pricing Error,low,SUP-8602,kale,Europe,ORD-612855,invoice ord612855 shows incorrect pricing we were quoted 2028 but charged 2592,invoice ord612855 shows incorrect pricing quoted 2028 charged 2592,5
CMP-000265,2024-06-09 20:00:28,CUST-2714,web,Critical delay on order ORD-337232. The fresh strawberries were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-6863,potatoes,Asia,ORD-337232,critical delay on order ord337232 the fresh strawberries were timesensitive and now may be unusable,critical delay order ord337232 fresh strawberries timesensitive may unusable,1
CMP-000266,2024-06-10 10:37:45,CUST-1792,social,Quality control failure on order ORD-981639. limes are contaminated and cannot be sold.,Quality Issues,critical,SUP-11557,onions,North America,ORD-981639,quality control failure on order ord981639 limes are contaminated and cannot be sold,quality control failure order ord981639 limes contaminated cannot sold,6
CMP-000267,2024-06-11 01:15:01,CUST-1301,email,Unacceptable behavior from your team handling order ORD-750403. Need to speak with a manager.,Service Complaint,medium,SUP-8566,bananas,North America,ORD-750403,unacceptable behavior from your team handling order ord750403 need to speak with a manager,unacceptable behavior team handling order ord750403 need speak manager,7
CMP-000268,2024-06-11 15:52:18,CUST-2708,web,"Terrible communication regarding shipment ORD-255061. No tracking updates, no responses to calls.",Poor Communication,high,SUP-8753,cherries,Asia,ORD-255061,terrible communication regarding shipment ord255061 no tracking updates no responses to calls,terrible communication regarding shipment ord255061 tracking updates responses calls,4
CMP-000269,2024-06-12 06:29:34,CUST-2434,social,Quality of spinach in order ORD-924758 is substandard. Items are not fresh as promised.,Quality Issues,medium,SUP-11386,lettuce,Europe,ORD-924758,quality of spinach in order ord924758 is substandard items are not fresh as promised,quality spinach order ord924758 substandard items fresh promised,6
CMP-000270,2024-06-12 21:06:51,CUST-2802,web,Pricing error detected. Order ORD-661652 billed at $2311 instead of agreed $1910.,Pricing Error,low,SUP-10064,garlic,North America,ORD-661652,pricing error detected order ord661652 billed at 2311 instead of agreed 1910,pricing error detected order ord661652 billed 2311 instead agreed 1910,5
CMP-000271,2024-06-13 11:44:07,CUST-1822,email,Unacceptable behavior from your team handling order ORD-827356. Need to speak with a manager.,Service Complaint,medium,SUP-7482,mangoes,Europe,ORD-827356,unacceptable behavior from your team handling order ord827356 need to speak with a manager,unacceptable behavior team handling order ord827356 need speak manager,7
CMP-000272,2024-06-14 02:21:24,CUST-2006,email,Shipment ORD-983788 arrived with crushed boxes. Multiple bell peppers units are unsellable.,Damaged Goods,high,SUP-6539,kale,Asia,ORD-983788,shipment ord983788 arrived with crushed boxes multiple bell peppers units are unsellable,shipment ord983788 arrived crushed boxes multiple bell peppers units unsellable,0
CMP-000273,2024-06-14 16:58:40,CUST-1833,social,Incomplete delivery for ORD-963994. 15 cases of cherries are missing from the shipment.,Missing Items,medium,SUP-11973,carrots,North America,ORD-963994,incomplete delivery for ord963994 15 cases of cherries are missing from the shipment,incomplete delivery ord963994 15 cases cherries missing shipment,3
CMP-000274,2024-06-15 07:35:57,CUST-1355,app,"Delivery delay for shipment ORD-130354. Expected 2025-10-26, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-8802,carrots,Europe,ORD-130354,delivery delay for shipment ord130354 expected 20251026 still not received our customers are waiting,delivery delay shipment ord130354 expected 20251026 still received customers waiting,1
CMP-000275,2024-06-15 22:13:13,CUST-2890,email,Invoice ORD-766275 shows incorrect pricing. We were quoted $3365 but charged $4164.,Pricing Error,medium,SUP-12327,grapes,North America,ORD-766275,invoice ord766275 shows incorrect pricing we were quoted 3365 but charged 4164,invoice ord766275 shows incorrect pricing quoted 3365 charged 4164,5
CMP-000276,2024-06-16 12:50:30,CUST-2410,email,Overcharged on shipment ORD-971230. Please review and issue credit for $830.,Pricing Error,high,SUP-6693,grapes,North America,ORD-971230,overcharged on shipment ord971230 please review and issue credit for 830,overcharged shipment ord971230 please review issue credit 830,5
CMP-000277,2024-06-17 03:27:46,CUST-2051,email,Order ORD-529399 is incomplete. Missing 5 units of broccoli.,Missing Items,medium,SUP-10265,grapes,Europe,ORD-529399,order ord529399 is incomplete missing 5 units of broccoli,order ord529399 incomplete missing 5 units broccoli,3
CMP-000278,2024-06-17 18:05:03,CUST-2744,web,Order ORD-494763 missing required quality certificates. Need these urgently for compliance.,Documentation Error,medium,SUP-9190,limes,Europe,ORD-494763,order ord494763 missing required quality certificates need these urgently for compliance,order ord494763 missing required quality certificates need urgently compliance,2
CMP-000279,2024-06-18 08:42:19,CUST-2325,web,Order ORD-688730 is severely delayed. We needed these limes by 2025-10-30 for our retail operations.,Delivery Delay,low,SUP-10374,watermelons,North America,ORD-688730,order ord688730 is severely delayed we needed these limes by 20251030 for our retail operations,order ord688730 severely delayed needed limes 20251030 retail operations,1
CMP-000280,2024-06-18 23:19:35,CUST-1385,app,Cannot get anyone to respond about order ORD-413305 delay. Very frustrated with the service.,Poor Communication,medium,SUP-5208,lemons,Europe,ORD-413305,cannot get anyone to respond about order ord413305 delay very frustrated with the service,cannot get anyone respond order ord413305 delay frustrated service,4
CMP-000281,2024-06-19 13:56:52,CUST-1531,social,Been waiting 2 days for update on order ORD-409963. This lack of communication is unprofessional.,Poor Communication,low,SUP-10622,potatoes,North America,ORD-409963,been waiting 2 days for update on order ord409963 this lack of communication is unprofessional,waiting 2 days update order ord409963 lack communication unprofessional,4
CMP-000282,2024-06-20 04:34:08,CUST-1974,web,Critical delay on order ORD-923024. The mangoes were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-11621,potatoes,Asia,ORD-923024,critical delay on order ord923024 the mangoes were timesensitive and now may be unusable,critical delay order ord923024 mangoes timesensitive may unusable,1
CMP-000283,2024-06-20 19:11:25,CUST-2842,web,Received order ORD-812730 with 67% of oranges damaged. Packaging was inadequate.,Damaged Goods,high,SUP-8799,cherries,Asia,ORD-812730,received order ord812730 with 67 of oranges damaged packaging was inadequate,received order ord812730 67 oranges damaged packaging inadequate,0
CMP-000284,2024-06-21 09:48:41,CUST-1109,email,"Damaged goods in shipment ORD-593393. Temperature control appears to have failed, asparagus are spoiled.",Damaged Goods,high,SUP-11997,bell peppers,Asia,ORD-593393,damaged goods in shipment ord593393 temperature control appears to have failed asparagus are spoiled,damaged goods shipment ord593393 temperature control appears failed asparagus spoiled,0
CMP-000285,2024-06-22 00:25:58,CUST-1701,social,Incorrect shipping documents for ORD-310026. Supplier name and details are wrong.,Documentation Error,low,SUP-6448,avocados,North America,ORD-310026,incorrect shipping documents for ord310026 supplier name and details are wrong,incorrect shipping documents ord310026 supplier name details wrong,2
CMP-000286,2024-06-22 15:03:14,CUST-1009,social,Overcharged on shipment ORD-160831. Please review and issue credit for $185.,Pricing Error,medium,SUP-10189,spinach,Europe,ORD-160831,overcharged on shipment ord160831 please review and issue credit for 185,overcharged shipment ord160831 please review issue credit 185,5
CMP-000287,2024-06-23 05:40:31,CUST-2976,social,"Damaged goods in shipment ORD-549865. Temperature control appears to have failed, organic apples are spoiled.",Damaged Goods,high,SUP-5033,lemons,North America,ORD-549865,damaged goods in shipment ord549865 temperature control appears to have failed organic apples are spoiled,damaged goods shipment ord549865 temperature control appears failed organic apples spoiled,0
CMP-000288,2024-06-23 20:17:47,CUST-1463,web,Unacceptable quality for shipment ORD-360909. The bell peppers do not meet our quality standards.,Quality Issues,critical,SUP-12769,mangoes,Europe,ORD-360909,unacceptable quality for shipment ord360909 the bell peppers do not meet our quality standards,unacceptable quality shipment ord360909 bell peppers meet quality standards,6
CMP-000289,2024-06-24 10:55:04,CUST-2065,web,Shipment ORD-863187 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-8304,organic apples,Asia,ORD-863187,shipment ord863187 stuck in transit for 12 days this is causing major disruptions to our supply chain,shipment ord863187 stuck transit 12 days causing major disruptions supply chain,1
CMP-000290,2024-06-25 01:32:20,CUST-2489,app,Billing discrepancy on order ORD-335217. The unit price for cantaloupe doesn't match our contract.,Pricing Error,low,SUP-7095,pineapples,North America,ORD-335217,billing discrepancy on order ord335217 the unit price for cantaloupe doesnt match our contract,billing discrepancy order ord335217 unit price cantaloupe doesnt match contract,5
CMP-000291,2024-06-25 16:09:37,CUST-1099,email,Invoice ORD-753404 shows incorrect pricing. We were quoted $3615 but charged $4155.,Pricing Error,critical,SUP-8886,watermelons,Asia,ORD-753404,invoice ord753404 shows incorrect pricing we were quoted 3615 but charged 4155,invoice ord753404 shows incorrect pricing quoted 3615 charged 4155,5
CMP-000292,2024-06-26 06:46:53,CUST-2423,email,Overcharged on shipment ORD-315477. Please review and issue credit for $434.,Pricing Error,medium,SUP-9190,cantaloupe,North America,ORD-315477,overcharged on shipment ord315477 please review and issue credit for 434,overcharged shipment ord315477 please review issue credit 434,5
CMP-000293,2024-06-26 21:24:10,CUST-1578,email,Order ORD-223453 is incomplete. Missing 21 units of broccoli.,Missing Items,medium,SUP-6313,fresh strawberries,North America,ORD-223453,order ord223453 is incomplete missing 21 units of broccoli,order ord223453 incomplete missing 21 units broccoli,3
CMP-000294,2024-06-27 12:01:26,CUST-2864,app,Shipment ORD-620465 stuck in transit for 5 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11385,carrots,Asia,ORD-620465,shipment ord620465 stuck in transit for 5 days this is causing major disruptions to our supply chain,shipment ord620465 stuck transit 5 days causing major disruptions supply chain,1
CMP-000295,2024-06-28 02:38:43,CUST-2481,email,Order ORD-858711 is severely delayed. We needed these lemons by 2025-10-26 for our retail operations.,Delivery Delay,low,SUP-5323,cherries,Europe,ORD-858711,order ord858711 is severely delayed we needed these lemons by 20251026 for our retail operations,order ord858711 severely delayed needed lemons 20251026 retail operations,1
CMP-000296,2024-06-28 17:15:59,CUST-2641,web,Shipment ORD-477712 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-12824,garlic,Europe,ORD-477712,shipment ord477712 stuck in transit for 3 days this is causing major disruptions to our supply chain,shipment ord477712 stuck transit 3 days causing major disruptions supply chain,1
CMP-000297,2024-06-29 07:53:15,CUST-1190,web,Order ORD-868677 is severely delayed. We needed these cucumbers by 2025-10-27 for our retail operations.,Delivery Delay,medium,SUP-12259,peaches,Asia,ORD-868677,order ord868677 is severely delayed we needed these cucumbers by 20251027 for our retail operations,order ord868677 severely delayed needed cucumbers 20251027 retail operations,1
CMP-000298,2024-06-29 22:30:32,CUST-1271,email,Paperwork for shipment ORD-218548 has wrong product codes. This is delaying our processing.,Documentation Error,medium,SUP-7937,garlic,Asia,ORD-218548,paperwork for shipment ord218548 has wrong product codes this is delaying our processing,paperwork shipment ord218548 wrong product codes delaying processing,2
CMP-000299,2024-06-30 13:07:48,CUST-2802,app,Order ORD-817712 missing items. Expected 132 but received only 66 broccoli.,Missing Items,medium,SUP-10553,carrots,North America,ORD-817712,order ord817712 missing items expected 132 but received only 66 broccoli,order ord817712 missing items expected 132 received 66 broccoli,3
CMP-000300,2024-07-01 03:45:05,CUST-2482,app,Order ORD-704660 is severely delayed. We needed these carrots by 2025-10-27 for our retail operations.,Delivery Delay,low,SUP-10254,raspberries,Asia,ORD-704660,order ord704660 is severely delayed we needed these carrots by 20251027 for our retail operations,order ord704660 severely delayed needed carrots 20251027 retail operations,1
CMP-000301,2024-07-01 18:22:21,CUST-2692,email,My order #ORD-979789 was supposed to arrive on 2025-10-30 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-6973,avocados,Europe,ORD-979789,my order ord979789 was supposed to arrive on 20251030 but its now 4 days late this is unacceptable for perishable goods,order ord979789 supposed arrive 20251030 4 days late unacceptable perishable goods,1
CMP-000302,2024-07-02 08:59:38,CUST-2038,app,Critical delay on order ORD-152796. The lemons were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-5721,cherries,Europe,ORD-152796,critical delay on order ord152796 the lemons were timesensitive and now may be unusable,critical delay order ord152796 lemons timesensitive may unusable,1
CMP-000303,2024-07-02 23:36:54,CUST-1647,email,Shipment ORD-568784 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-11486,garlic,North America,ORD-568784,shipment ord568784 stuck in transit for 12 days this is causing major disruptions to our supply chain,shipment ord568784 stuck transit 12 days causing major disruptions supply chain,1
CMP-000304,2024-07-03 14:14:11,CUST-1623,app,Shipment ORD-768507 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-10864,kale,Asia,ORD-768507,shipment ord768507 stuck in transit for 7 days this is causing major disruptions to our supply chain,shipment ord768507 stuck transit 7 days causing major disruptions supply chain,1
CMP-000305,2024-07-04 04:51:27,CUST-2555,app,Invoice ORD-202170 shows incorrect pricing. We were quoted $1370 but charged $1532.,Pricing Error,medium,SUP-9033,bell peppers,North America,ORD-202170,invoice ord202170 shows incorrect pricing we were quoted 1370 but charged 1532,invoice ord202170 shows incorrect pricing quoted 1370 charged 1532,5
CMP-000306,2024-07-04 19:28:44,CUST-2477,social,My order #ORD-878579 was supposed to arrive on 2025-10-31 but it's now 11 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-10871,avocados,Asia,ORD-878579,my order ord878579 was supposed to arrive on 20251031 but its now 11 days late this is unacceptable for perishable goods,order ord878579 supposed arrive 20251031 11 days late unacceptable perishable goods,1
CMP-000307,2024-07-05 10:06:00,CUST-1848,email,Incomplete delivery for ORD-893928. 47 cases of lettuce are missing from the shipment.,Missing Items,low,SUP-9344,cantaloupe,Asia,ORD-893928,incomplete delivery for ord893928 47 cases of lettuce are missing from the shipment,incomplete delivery ord893928 47 cases lettuce missing shipment,3
CMP-000308,2024-07-06 00:43:17,CUST-2915,social,Incorrect shipping documents for ORD-680099. Supplier name and details are wrong.,Documentation Error,high,SUP-9919,garlic,Europe,ORD-680099,incorrect shipping documents for ord680099 supplier name and details are wrong,incorrect shipping documents ord680099 supplier name details wrong,2
CMP-000309,2024-07-06 15:20:33,CUST-2805,social,Shipment ORD-628597 stuck in transit for 13 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-8381,garlic,North America,ORD-628597,shipment ord628597 stuck in transit for 13 days this is causing major disruptions to our supply chain,shipment ord628597 stuck transit 13 days causing major disruptions supply chain,1
CMP-000310,2024-07-07 05:57:50,CUST-2049,web,Quality control failure on order ORD-884782. cherries are contaminated and cannot be sold.,Quality Issues,high,SUP-6086,watermelons,North America,ORD-884782,quality control failure on order ord884782 cherries are contaminated and cannot be sold,quality control failure order ord884782 cherries contaminated cannot sold,6
CMP-000311,2024-07-07 20:35:06,CUST-2031,web,My order #ORD-286450 was supposed to arrive on 2025-10-26 but it's now 7 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-9373,mangoes,Europe,ORD-286450,my order ord286450 was supposed to arrive on 20251026 but its now 7 days late this is unacceptable for perishable goods,order ord286450 supposed arrive 20251026 7 days late unacceptable perishable goods,1
CMP-000312,2024-07-08 11:12:23,CUST-1026,email,Received order ORD-947568 with 62% of raspberries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-7052,bell peppers,Asia,ORD-947568,received order ord947568 with 62 of raspberries damaged packaging was inadequate,received order ord947568 62 raspberries damaged packaging inadequate,0
CMP-000313,2024-07-09 01:49:39,CUST-2606,web,Shipment ORD-824141 short by 33 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-8185,oranges,North America,ORD-824141,shipment ord824141 short by 33 items packing list doesnt match actual delivery,shipment ord824141 short 33 items packing list doesnt match actual delivery,3
CMP-000314,2024-07-09 16:26:56,CUST-2631,web,Invoice ORD-922405 shows incorrect pricing. We were quoted $940 but charged $1038.,Pricing Error,medium,SUP-6663,garlic,Europe,ORD-922405,invoice ord922405 shows incorrect pricing we were quoted 940 but charged 1038,invoice ord922405 shows incorrect pricing quoted 940 charged 1038,5
CMP-000315,2024-07-10 07:04:12,CUST-1461,web,Critical delay on order ORD-970300. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6531,cucumbers,North America,ORD-970300,critical delay on order ord970300 the potatoes were timesensitive and now may be unusable,critical delay order ord970300 potatoes timesensitive may unusable,1
CMP-000316,2024-07-10 21:41:28,CUST-1244,social,No response to my emails about order ORD-638807. I've been trying to reach support for 10 days.,Poor Communication,high,SUP-10813,bell peppers,Asia,ORD-638807,no response to my emails about order ord638807 ive been trying to reach support for 10 days,response emails order ord638807 ive trying reach support 10 days,4
CMP-000317,2024-07-11 12:18:45,CUST-2901,web,Invoice ORD-261169 has wrong prices for fresh strawberries. This needs immediate correction.,Pricing Error,medium,SUP-9304,oranges,Asia,ORD-261169,invoice ord261169 has wrong prices for fresh strawberries this needs immediate correction,invoice ord261169 wrong prices fresh strawberries needs immediate correction,5
CMP-000318,2024-07-12 02:56:01,CUST-1139,app,Shipment ORD-645895 stuck in transit for 10 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6789,pineapples,North America,ORD-645895,shipment ord645895 stuck in transit for 10 days this is causing major disruptions to our supply chain,shipment ord645895 stuck transit 10 days causing major disruptions supply chain,1
CMP-000319,2024-07-12 17:33:18,CUST-1972,email,Invoice ORD-656268 shows incorrect pricing. We were quoted $2497 but charged $3704.,Pricing Error,low,SUP-12255,avocados,Europe,ORD-656268,invoice ord656268 shows incorrect pricing we were quoted 2497 but charged 3704,invoice ord656268 shows incorrect pricing quoted 2497 charged 3704,5
CMP-000320,2024-07-13 08:10:34,CUST-2935,email,"Damaged goods in shipment ORD-934883. Temperature control appears to have failed, grapes are spoiled.",Damaged Goods,medium,SUP-8987,fresh strawberries,Europe,ORD-934883,damaged goods in shipment ord934883 temperature control appears to have failed grapes are spoiled,damaged goods shipment ord934883 temperature control appears failed grapes spoiled,0
CMP-000321,2024-07-13 22:47:51,CUST-1394,web,Critical delay on order ORD-783176. The tomatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-11337,bananas,North America,ORD-783176,critical delay on order ord783176 the tomatoes were timesensitive and now may be unusable,critical delay order ord783176 tomatoes timesensitive may unusable,1
CMP-000322,2024-07-14 13:25:07,CUST-2711,email,"Delivery delay for shipment ORD-544815. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-7717,fresh strawberries,Asia,ORD-544815,delivery delay for shipment ord544815 expected 20251027 still not received our customers are waiting,delivery delay shipment ord544815 expected 20251027 still received customers waiting,1
CMP-000323,2024-07-15 04:02:24,CUST-1111,app,Order ORD-176806 is severely delayed. We needed these potatoes by 2025-10-29 for our retail operations.,Delivery Delay,high,SUP-7591,organic apples,Europe,ORD-176806,order ord176806 is severely delayed we needed these potatoes by 20251029 for our retail operations,order ord176806 severely delayed needed potatoes 20251029 retail operations,1
CMP-000324,2024-07-15 18:39:40,CUST-1242,email,Incomplete delivery for ORD-806004. 9 cases of tomatoes are missing from the shipment.,Missing Items,medium,SUP-7468,garlic,Asia,ORD-806004,incomplete delivery for ord806004 9 cases of tomatoes are missing from the shipment,incomplete delivery ord806004 9 cases tomatoes missing shipment,3
CMP-000325,2024-07-16 09:16:57,CUST-2567,social,"Freshness issue with order ORD-395192. raspberries appear to be several days old, not fresh picked.",Quality Issues,high,SUP-11532,cherries,North America,ORD-395192,freshness issue with order ord395192 raspberries appear to be several days old not fresh picked,freshness issue order ord395192 raspberries appear several days old fresh picked,6
CMP-000326,2024-07-16 23:54:13,CUST-2966,app,Order ORD-409307 is severely delayed. We needed these limes by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-9691,garlic,Europe,ORD-409307,order ord409307 is severely delayed we needed these limes by 20251101 for our retail operations,order ord409307 severely delayed needed limes 20251101 retail operations,1
CMP-000327,2024-07-17 14:31:30,CUST-2121,email,Received only partial order ORD-663244. Where are the remaining 31 bananas?,Missing Items,high,SUP-10053,pears,Europe,ORD-663244,received only partial order ord663244 where are the remaining 31 bananas,received partial order ord663244 remaining 31 bananas,3
CMP-000328,2024-07-18 05:08:46,CUST-1234,app,Invoice ORD-303765 has wrong prices for cherries. This needs immediate correction.,Pricing Error,low,SUP-5804,bananas,North America,ORD-303765,invoice ord303765 has wrong prices for cherries this needs immediate correction,invoice ord303765 wrong prices cherries needs immediate correction,5
CMP-000329,2024-07-18 19:46:03,CUST-1997,web,Quality issue with order ORD-708798. The bell peppers show signs of improper handling during transport.,Damaged Goods,medium,SUP-7689,garlic,North America,ORD-708798,quality issue with order ord708798 the bell peppers show signs of improper handling during transport,quality issue order ord708798 bell peppers show signs improper handling transport,0
CMP-000330,2024-07-19 10:23:19,CUST-2420,app,Incomplete delivery for ORD-420523. 15 cases of onions are missing from the shipment.,Missing Items,medium,SUP-11060,lemons,Europe,ORD-420523,incomplete delivery for ord420523 15 cases of onions are missing from the shipment,incomplete delivery ord420523 15 cases onions missing shipment,3
CMP-000331,2024-07-20 01:00:36,CUST-2720,web,Shipment ORD-390119 arrived with crushed boxes. Multiple limes units are unsellable.,Damaged Goods,critical,SUP-9519,lettuce,Asia,ORD-390119,shipment ord390119 arrived with crushed boxes multiple limes units are unsellable,shipment ord390119 arrived crushed boxes multiple limes units unsellable,0
CMP-000332,2024-07-20 15:37:52,CUST-2242,email,Received only partial order ORD-776909. Where are the remaining 21 cherries?,Missing Items,medium,SUP-11959,carrots,North America,ORD-776909,received only partial order ord776909 where are the remaining 21 cherries,received partial order ord776909 remaining 21 cherries,3
CMP-000333,2024-07-21 06:15:09,CUST-2664,social,Critical delay on order ORD-132709. The bananas were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-12302,pineapples,North America,ORD-132709,critical delay on order ord132709 the bananas were timesensitive and now may be unusable,critical delay order ord132709 bananas timesensitive may unusable,1
CMP-000334,2024-07-21 20:52:25,CUST-2755,web,Shipment ORD-868844 arrived with crushed boxes. Multiple kale units are unsellable.,Damaged Goods,medium,SUP-12897,peaches,North America,ORD-868844,shipment ord868844 arrived with crushed boxes multiple kale units are unsellable,shipment ord868844 arrived crushed boxes multiple kale units unsellable,0
CMP-000335,2024-07-22 11:29:41,CUST-1339,app,Shipment ORD-817395 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-5514,grapes,Europe,ORD-817395,shipment ord817395 stuck in transit for 4 days this is causing major disruptions to our supply chain,shipment ord817395 stuck transit 4 days causing major disruptions supply chain,1
CMP-000336,2024-07-23 02:06:58,CUST-1087,app,Critical delay on order ORD-345386. The peaches were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-10190,pears,Europe,ORD-345386,critical delay on order ord345386 the peaches were timesensitive and now may be unusable,critical delay order ord345386 peaches timesensitive may unusable,1
CMP-000337,2024-07-23 16:44:14,CUST-2519,web,Critical delay on order ORD-975427. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-12968,oranges,North America,ORD-975427,critical delay on order ord975427 the potatoes were timesensitive and now may be unusable,critical delay order ord975427 potatoes timesensitive may unusable,1
CMP-000338,2024-07-24 07:21:31,CUST-1722,web,Pricing error detected. Order ORD-525556 billed at $2695 instead of agreed $2384.,Pricing Error,critical,SUP-7300,bananas,Asia,ORD-525556,pricing error detected order ord525556 billed at 2695 instead of agreed 2384,pricing error detected order ord525556 billed 2695 instead agreed 2384,5
CMP-000339,2024-07-24 21:58:47,CUST-1322,web,Critical delay on order ORD-295984. The watermelons were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6726,onions,Asia,ORD-295984,critical delay on order ord295984 the watermelons were timesensitive and now may be unusable,critical delay order ord295984 watermelons timesensitive may unusable,1
CMP-000340,2024-07-25 12:36:04,CUST-2706,social,Delivery driver for order ORD-778700 was extremely rude and unprofessional.,Service Complaint,high,SUP-6203,fresh strawberries,Asia,ORD-778700,delivery driver for order ord778700 was extremely rude and unprofessional,delivery driver order ord778700 extremely rude unprofessional,7
