complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id
CMP-000289,2024-06-24 10:55:04,CUST-2065,web,Shipment ORD-863187 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-8304,organic apples,Asia,ORD-863187
CMP-000290,2024-06-25 01:32:20,CUST-2489,app,Billing discrepancy on order ORD-335217. The unit price for cantaloupe doesn't match our contract.,Pricing Error,low,SUP-7095,pineapples,North America,ORD-335217
CMP-000291,2024-06-25 16:09:37,CUST-1099,email,Invoice ORD-753404 shows incorrect pricing. We were quoted $3615 but charged $4155.,Pricing Error,critical,SUP-8886,watermelons,Asia,ORD-753404
CMP-000292,2024-06-26 06:46:53,CUST-2423,email,Overcharged on shipment ORD-315477. Please review and issue credit for $434.,Pricing Error,medium,SUP-9190,cantaloupe,North America,ORD-315477
CMP-000293,2024-06-26 21:24:10,CUST-1578,email,Order ORD-223453 is incomplete. Missing 21 units of broccoli.,Missing Items,medium,SUP-6313,fresh strawberries,North America,ORD-223453
CMP-000294,2024-06-27 12:01:26,CUST-2864,app,Shipment ORD-620465 stuck in transit for 5 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11385,carrots,Asia,ORD-620465
CMP-000295,2024-06-28 02:38:43,CUST-2481,email,Order ORD-858711 is severely delayed. We needed these lemons by 2025-10-26 for our retail operations.,Delivery Delay,low,SUP-5323,cherries,Europe,ORD-858711
CMP-000296,2024-06-28 17:15:59,CUST-2641,web,Shipment ORD-477712 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-12824,garlic,Europe,ORD-477712
CMP-000297,2024-06-29 07:53:15,CUST-1190,web,Order ORD-868677 is severely delayed. We needed these cucumbers by 2025-10-27 for our retail operations.,Delivery Delay,medium,SUP-12259,peaches,Asia,ORD-868677
CMP-000298,2024-06-29 22:30:32,CUST-1271,email,Paperwork for shipment ORD-218548 has wrong product codes. This is delaying our processing.,Documentation Error,medium,SUP-7937,garlic,Asia,ORD-218548
CMP-000299,2024-06-30 13:07:48,CUST-2802,app,Order ORD-817712 missing items. Expected 132 but received only 66 broccoli.,Missing Items,medium,SUP-10553,carrots,North America,ORD-817712
CMP-000300,2024-07-01 03:45:05,CUST-2482,app,Order ORD-704660 is severely delayed. We needed these carrots by 2025-10-27 for our retail operations.,Delivery Delay,low,SUP-10254,raspberries,Asia,ORD-704660
CMP-000301,2024-07-01 18:22:21,CUST-2692,email,My order #ORD-979789 was supposed to arrive on 2025-10-30 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-6973,avocados,Europe,ORD-979789
CMP-000302,2024-07-02 08:59:38,CUST-2038,app,Critical delay on order ORD-152796. The lemons were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-5721,cherries,Europe,ORD-152796
CMP-000303,2024-07-02 23:36:54,CUST-1647,email,Shipment ORD-568784 stuck in transit for 12 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-11486,garlic,North America,ORD-568784
CMP-000304,2024-07-03 14:14:11,CUST-1623,app,Shipment ORD-768507 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-10864,kale,Asia,ORD-768507
CMP-000305,2024-07-04 04:51:27,CUST-2555,app,Invoice ORD-202170 shows incorrect pricing. We were quoted $1370 but charged $1532.,Pricing Error,medium,SUP-9033,bell peppers,North America,ORD-202170
CMP-000306,2024-07-04 19:28:44,CUST-2477,social,My order #ORD-878579 was supposed to arrive on 2025-10-31 but it's now 11 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-10871,avocados,Asia,ORD-878579
CMP-000307,2024-07-05 10:06:00,CUST-1848,email,Incomplete delivery for ORD-893928. 47 cases of lettuce are missing from the shipment.,Missing Items,low,SUP-9344,cantaloupe,Asia,ORD-893928
CMP-000308,2024-07-06 00:43:17,CUST-2915,social,Incorrect shipping documents for ORD-680099. Supplier name and details are wrong.,Documentation Error,high,SUP-9919,garlic,Europe,ORD-680099
CMP-000309,2024-07-06 15:20:33,CUST-2805,social,Shipment ORD-628597 stuck in transit for 13 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-8381,garlic,North America,ORD-628597
CMP-000310,2024-07-07 05:57:50,CUST-2049,web,Quality control failure on order ORD-884782. cherries are contaminated and cannot be sold.,Quality Issues,high,SUP-6086,watermelons,North America,ORD-884782
CMP-000311,2024-07-07 20:35:06,CUST-2031,web,My order #ORD-286450 was supposed to arrive on 2025-10-26 but it's now 7 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-9373,mangoes,Europe,ORD-286450
CMP-000312,2024-07-08 11:12:23,CUST-1026,email,Received order ORD-947568 with 62% of raspberries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-7052,bell peppers,Asia,ORD-947568
CMP-000313,2024-07-09 01:49:39,CUST-2606,web,Shipment ORD-824141 short by 33 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-8185,oranges,North America,ORD-824141
CMP-000314,2024-07-09 16:26:56,CUST-2631,web,Invoice ORD-922405 shows incorrect pricing. We were quoted $940 but charged $1038.,Pricing Error,medium,SUP-6663,garlic,Europe,ORD-922405
CMP-000315,2024-07-10 07:04:12,CUST-1461,web,Critical delay on order ORD-970300. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6531,cucumbers,North America,ORD-970300
CMP-000316,2024-07-10 21:41:28,CUST-1244,social,No response to my emails about order ORD-638807. I've been trying to reach support for 10 days.,Poor Communication,high,SUP-10813,bell peppers,Asia,ORD-638807
CMP-000317,2024-07-11 12:18:45,CUST-2901,web,Invoice ORD-261169 has wrong prices for fresh strawberries. This needs immediate correction.,Pricing Error,medium,SUP-9304,oranges,Asia,ORD-261169
CMP-000318,2024-07-12 02:56:01,CUST-1139,app,Shipment ORD-645895 stuck in transit for 10 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6789,pineapples,North America,ORD-645895
CMP-000319,2024-07-12 17:33:18,CUST-1972,email,Invoice ORD-656268 shows incorrect pricing. We were quoted $2497 but charged $3704.,Pricing Error,low,SUP-12255,avocados,Europe,ORD-656268
CMP-000320,2024-07-13 08:10:34,CUST-2935,email,"Damaged goods in shipment ORD-934883. Temperature control appears to have failed, grapes are spoiled.",Damaged Goods,medium,SUP-8987,fresh strawberries,Europe,ORD-934883
CMP-000321,2024-07-13 22:47:51,CUST-1394,web,Critical delay on order ORD-783176. The tomatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-11337,bananas,North America,ORD-783176
CMP-000322,2024-07-14 13:25:07,CUST-2711,email,"Delivery delay for shipment ORD-544815. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-7717,fresh strawberries,Asia,ORD-544815
CMP-000323,2024-07-15 04:02:24,CUST-1111,app,Order ORD-176806 is severely delayed. We needed these potatoes by 2025-10-29 for our retail operations.,Delivery Delay,high,SUP-7591,organic apples,Europe,ORD-176806
CMP-000324,2024-07-15 18:39:40,CUST-1242,email,Incomplete delivery for ORD-806004. 9 cases of tomatoes are missing from the shipment.,Missing Items,medium,SUP-7468,garlic,Asia,ORD-806004
CMP-000325,2024-07-16 09:16:57,CUST-2567,social,"Freshness issue with order ORD-395192. raspberries appear to be several days old, not fresh picked.",Quality Issues,high,SUP-11532,cherries,North America,ORD-395192
CMP-000326,2024-07-16 23:54:13,CUST-2966,app,Order ORD-409307 is severely delayed. We needed these limes by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-9691,garlic,Europe,ORD-409307
CMP-000327,2024-07-17 14:31:30,CUST-2121,email,Received only partial order ORD-663244. Where are the remaining 31 bananas?,Missing Items,high,SUP-10053,pears,Europe,ORD-663244
CMP-000328,2024-07-18 05:08:46,CUST-1234,app,Invoice ORD-303765 has wrong prices for cherries. This needs immediate correction.,Pricing Error,low,SUP-5804,bananas,North America,ORD-303765
CMP-000329,2024-07-18 19:46:03,CUST-1997,web,Quality issue with order ORD-708798. The bell peppers show signs of improper handling during transport.,Damaged Goods,medium,SUP-7689,garlic,North America,ORD-708798
CMP-000330,2024-07-19 10:23:19,CUST-2420,app,Incomplete delivery for ORD-420523. 15 cases of onions are missing from the shipment.,Missing Items,medium,SUP-11060,lemons,Europe,ORD-420523
CMP-000331,2024-07-20 01:00:36,CUST-2720,web,Shipment ORD-390119 arrived with crushed boxes. Multiple limes units are unsellable.,Damaged Goods,critical,SUP-9519,lettuce,Asia,ORD-390119
CMP-000332,2024-07-20 15:37:52,CUST-2242,email,Received only partial order ORD-776909. Where are the remaining 21 cherries?,Missing Items,medium,SUP-11959,carrots,North America,ORD-776909
CMP-000333,2024-07-21 06:15:09,CUST-2664,social,Critical delay on order ORD-132709. The bananas were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-12302,pineapples,North America,ORD-132709
CMP-000334,2024-07-21 20:52:25,CUST-2755,web,Shipment ORD-868844 arrived with crushed boxes. Multiple kale units are unsellable.,Damaged Goods,medium,SUP-12897,peaches,North America,ORD-868844
CMP-000335,2024-07-22 11:29:41,CUST-1339,app,Shipment ORD-817395 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-5514,grapes,Europe,ORD-817395
CMP-000336,2024-07-23 02:06:58,CUST-1087,app,Critical delay on order ORD-345386. The peaches were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-10190,pears,Europe,ORD-345386
CMP-000337,2024-07-23 16:44:14,CUST-2519,web,Critical delay on order ORD-975427. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-12968,oranges,North America,ORD-975427
CMP-000338,2024-07-24 07:21:31,CUST-1722,web,Pricing error detected. Order ORD-525556 billed at $2695 instead of agreed $2384.,Pricing Error,critical,SUP-7300,bananas,Asia,ORD-525556
CMP-000339,2024-07-24 21:58:47,CUST-1322,web,Critical delay on order ORD-295984. The watermelons were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6726,onions,Asia,ORD-295984
CMP-000340,2024-07-25 12:36:04,CUST-2706,social,Delivery driver for order ORD-778700 was extremely rude and unprofessional.,Service Complaint,high,SUP-6203,fresh strawberries,Asia,ORD-778700
CMP-000341,2024-07-26 03:13:20,CUST-2889,app,Quality control failure on order ORD-370804. raspberries are contaminated and cannot be sold.,Quality Issues,medium,SUP-12104,broccoli,Asia,ORD-370804
CMP-000342,2024-07-26 17:50:37,CUST-2700,social,Critical delay on order ORD-330019. The bell peppers were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-12555,kale,North America,ORD-330019
CMP-000343,2024-07-27 08:27:53,CUST-1140,app,Unacceptable behavior from your team handling order ORD-719284. Need to speak with a manager.,Service Complaint,medium,SUP-5788,cucumbers,Europe,ORD-719284
CMP-000344,2024-07-27 23:05:10,CUST-2228,email,Incomplete delivery for ORD-744610. 35 cases of carrots are missing from the shipment.,Missing Items,medium,SUP-10558,lemons,Europe,ORD-744610
CMP-000345,2024-07-28 13:42:26,CUST-1861,web,No response to my emails about order ORD-647403. I've been trying to reach support for 8 days.,Poor Communication,low,SUP-12437,pineapples,North America,ORD-647403
CMP-000346,2024-07-29 04:19:43,CUST-1200,social,Shipment ORD-704106 arrived with crushed boxes. Multiple grapes units are unsellable.,Damaged Goods,high,SUP-5044,watermelons,North America,ORD-704106
CMP-000347,2024-07-29 18:56:59,CUST-1014,email,Invoice ORD-927769 has wrong prices for organic apples. This needs immediate correction.,Pricing Error,low,SUP-9795,grapes,Europe,ORD-927769
CMP-000348,2024-07-30 09:34:16,CUST-2097,social,Critical delay on order ORD-996508. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-8952,cucumbers,Europe,ORD-996508
CMP-000349,2024-07-31 00:11:32,CUST-2136,social,Quality issue with order ORD-686252. The mangoes show signs of improper handling during transport.,Damaged Goods,high,SUP-5975,cantaloupe,Asia,ORD-686252
CMP-000350,2024-07-31 14:48:49,CUST-2603,app,My order #ORD-568288 was supposed to arrive on 2025-10-27 but it's now 10 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-5043,peaches,Asia,ORD-568288
CMP-000351,2024-08-01 05:26:05,CUST-1297,social,Invoice ORD-963245 has wrong prices for spinach. This needs immediate correction.,Pricing Error,low,SUP-10029,lemons,North America,ORD-963245
CMP-000352,2024-08-01 20:03:22,CUST-2457,email,Shipment ORD-400384 arrived with crushed boxes. Multiple lemons units are unsellable.,Damaged Goods,medium,SUP-9911,carrots,North America,ORD-400384
CMP-000353,2024-08-02 10:40:38,CUST-1474,app,My order #ORD-832377 was supposed to arrive on 2025-10-29 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,critical,SUP-8321,onions,Asia,ORD-832377
CMP-000354,2024-08-03 01:17:54,CUST-1031,email,Received order ORD-642892 with 78% of potatoes damaged. Packaging was inadequate.,Damaged Goods,high,SUP-8725,raspberries,North America,ORD-642892
CMP-000355,2024-08-03 15:55:11,CUST-1534,app,"Damaged goods in shipment ORD-104877. Temperature control appears to have failed, carrots are spoiled.",Damaged Goods,high,SUP-12177,potatoes,North America,ORD-104877
CMP-000356,2024-08-04 06:32:27,CUST-2421,social,Been waiting 5 days for update on order ORD-362292. This lack of communication is unprofessional.,Poor Communication,medium,SUP-5224,broccoli,Asia,ORD-362292
CMP-000357,2024-08-04 21:09:44,CUST-1138,social,Billing discrepancy on order ORD-370343. The unit price for limes doesn't match our contract.,Pricing Error,medium,SUP-11817,grapes,Asia,ORD-370343
CMP-000358,2024-08-05 11:47:00,CUST-1190,social,Quality issue with order ORD-401244. The tomatoes show signs of improper handling during transport.,Damaged Goods,critical,SUP-10596,bananas,Europe,ORD-401244
CMP-000359,2024-08-06 02:24:17,CUST-1408,app,Order ORD-872918 contains cherries that are already showing signs of spoilage upon arrival.,Quality Issues,critical,SUP-5982,tomatoes,North America,ORD-872918
CMP-000360,2024-08-06 17:01:33,CUST-2008,email,Critical delay on order ORD-795650. The fresh strawberries were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-12503,carrots,Europe,ORD-795650
CMP-000361,2024-08-07 07:38:50,CUST-1454,app,Delivery driver for order ORD-517206 was extremely rude and unprofessional.,Service Complaint,low,SUP-11356,cucumbers,Europe,ORD-517206
CMP-000362,2024-08-07 22:16:06,CUST-2430,social,Order ORD-226215 is severely delayed. We needed these watermelons by 2025-10-28 for our retail operations.,Delivery Delay,high,SUP-12060,grapes,Asia,ORD-226215
CMP-000363,2024-08-08 12:53:23,CUST-1538,app,Received only partial order ORD-675210. Where are the remaining 16 broccoli?,Missing Items,high,SUP-8049,blueberries,Europe,ORD-675210
CMP-000364,2024-08-09 03:30:39,CUST-1923,app,Critical delay on order ORD-393212. The bell peppers were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-8120,bananas,Asia,ORD-393212
CMP-000365,2024-08-09 18:07:56,CUST-2964,app,Shipment ORD-938900 stuck in transit for 2 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11433,broccoli,Europe,ORD-938900
CMP-000366,2024-08-10 08:45:12,CUST-2151,email,Shipment ORD-363165 stuck in transit for 13 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-7128,blueberries,Europe,ORD-363165
CMP-000367,2024-08-10 23:22:29,CUST-2141,web,Received only partial order ORD-687569. Where are the remaining 48 organic apples?,Missing Items,medium,SUP-7331,blueberries,Europe,ORD-687569
CMP-000368,2024-08-11 13:59:45,CUST-2045,social,"Damaged goods in shipment ORD-805893. Temperature control appears to have failed, asparagus are spoiled.",Damaged Goods,critical,SUP-11616,avocados,Europe,ORD-805893
CMP-000369,2024-08-12 04:37:02,CUST-2254,social,Received order ORD-761938 with 34% of tomatoes damaged. Packaging was inadequate.,Damaged Goods,high,SUP-10280,raspberries,Europe,ORD-761938
CMP-000370,2024-08-12 19:14:18,CUST-2599,web,Invoice ORD-566509 has wrong prices for carrots. This needs immediate correction.,Pricing Error,medium,SUP-10740,cantaloupe,Asia,ORD-566509
CMP-000371,2024-08-13 09:51:34,CUST-1341,social,Invoice ORD-320800 shows incorrect pricing. We were quoted $3752 but charged $4913.,Pricing Error,medium,SUP-5851,grapes,North America,ORD-320800
CMP-000372,2024-08-14 00:28:51,CUST-1172,social,"Terrible communication regarding shipment ORD-262816. No tracking updates, no responses to calls.",Poor Communication,medium,SUP-5287,limes,Europe,ORD-262816
CMP-000373,2024-08-14 15:06:07,CUST-2769,social,"Damaged goods in shipment ORD-440998. Temperature control appears to have failed, cherries are spoiled.",Damaged Goods,critical,SUP-8740,lemons,North America,ORD-440998
CMP-000374,2024-08-15 05:43:24,CUST-2796,social,"Order ORD-766738 completely ruined. lemons arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-7522,blueberries,Europe,ORD-766738
CMP-000375,2024-08-15 20:20:40,CUST-1318,web,Missing certificates for order ORD-372427. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-12757,pineapples,Europe,ORD-372427
CMP-000376,2024-08-16 10:57:57,CUST-1018,social,Order ORD-414164 is severely delayed. We needed these garlic by 2025-10-31 for our retail operations.,Delivery Delay,high,SUP-10856,cantaloupe,North America,ORD-414164
CMP-000377,2024-08-17 01:35:13,CUST-2696,social,Shipment ORD-508654 short by 20 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-9357,peaches,Europe,ORD-508654
CMP-000378,2024-08-17 16:12:30,CUST-1385,email,"Delivery delay for shipment ORD-532961. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,high,SUP-6538,avocados,Asia,ORD-532961
CMP-000379,2024-08-18 06:49:46,CUST-1101,email,Shipment ORD-259540 short by 50 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-5120,broccoli,Asia,ORD-259540
CMP-000380,2024-08-18 21:27:03,CUST-1860,web,Order ORD-458521 missing required quality certificates. Need these urgently for compliance.,Documentation Error,medium,SUP-5584,potatoes,Europe,ORD-458521
CMP-000381,2024-08-19 12:04:19,CUST-1393,web,Shipment ORD-290425 stuck in transit for 2 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6631,kale,North America,ORD-290425
CMP-000382,2024-08-20 02:41:36,CUST-1192,app,"Damaged goods in shipment ORD-908447. Temperature control appears to have failed, raspberries are spoiled.",Damaged Goods,high,SUP-9267,lettuce,Europe,ORD-908447
CMP-000383,2024-08-20 17:18:52,CUST-2307,web,"Delivery delay for shipment ORD-604605. Expected 2025-10-26, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-7261,onions,Asia,ORD-604605
CMP-000384,2024-08-21 07:56:09,CUST-2616,app,No response to my emails about order ORD-515035. I've been trying to reach support for 9 days.,Poor Communication,high,SUP-5748,limes,North America,ORD-515035
CMP-000385,2024-08-21 22:33:25,CUST-2906,email,Received order ORD-454861 with 64% of blueberries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-11459,lemons,Europe,ORD-454861
CMP-000386,2024-08-22 13:10:42,CUST-2826,social,"Delivery delay for shipment ORD-944654. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7414,potatoes,North America,ORD-944654
CMP-000387,2024-08-23 03:47:58,CUST-1388,app,Critical delay on order ORD-613898. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-7422,pears,Europe,ORD-613898
CMP-000388,2024-08-23 18:25:15,CUST-1751,social,Quality of pineapples in order ORD-667915 is substandard. Items are not fresh as promised.,Quality Issues,medium,SUP-7627,cantaloupe,Asia,ORD-667915
CMP-000389,2024-08-24 09:02:31,CUST-2980,social,Shipment ORD-790266 arrived with crushed boxes. Multiple carrots units are unsellable.,Damaged Goods,high,SUP-7638,lettuce,Asia,ORD-790266
CMP-000390,2024-08-24 23:39:47,CUST-2349,email,No response to my emails about order ORD-648615. I've been trying to reach support for 4 days.,Poor Communication,medium,SUP-9677,lemons,Europe,ORD-648615
CMP-000391,2024-08-25 14:17:04,CUST-2003,web,Order ORD-789880 is incomplete. Missing 18 units of blueberries.,Missing Items,medium,SUP-5497,blueberries,North America,ORD-789880
CMP-000392,2024-08-26 04:54:20,CUST-2921,social,Quality issue with order ORD-879592. The peaches show signs of improper handling during transport.,Damaged Goods,medium,SUP-7489,tomatoes,Asia,ORD-879592
CMP-000393,2024-08-26 19:31:37,CUST-1198,email,"Delivery delay for shipment ORD-644719. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-8401,cantaloupe,Asia,ORD-644719
CMP-000394,2024-08-27 10:08:53,CUST-2307,web,Order ORD-903506 missing items. Expected 185 but received only 61 watermelons.,Missing Items,medium,SUP-6295,potatoes,North America,ORD-903506
CMP-000395,2024-08-28 00:46:10,CUST-2911,web,Overcharged on shipment ORD-564531. Please review and issue credit for $1081.,Pricing Error,high,SUP-9469,bananas,Europe,ORD-564531
CMP-000396,2024-08-28 15:23:26,CUST-2126,web,Order ORD-902903 is severely delayed. We needed these kale by 2025-10-30 for our retail operations.,Delivery Delay,medium,SUP-5053,mangoes,Asia,ORD-902903
CMP-000397,2024-08-29 06:00:43,CUST-2752,web,Invoice ORD-325258 shows incorrect pricing. We were quoted $1767 but charged $2010.,Pricing Error,medium,SUP-7913,bell peppers,Asia,ORD-325258
CMP-000398,2024-08-29 20:37:59,CUST-1751,app,"Delivery delay for shipment ORD-377860. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7659,peaches,Europe,ORD-377860
CMP-000399,2024-08-30 11:15:16,CUST-1999,email,Service quality is deteriorating. Multiple issues with order ORD-281301 and no one seems to care.,Service Complaint,medium,SUP-7850,asparagus,Europe,ORD-281301
CMP-000400,2024-08-31 01:52:32,CUST-2905,email,Shipment ORD-536754 short by 45 items. Packing list doesn't match actual delivery.,Missing Items,high,SUP-9423,onions,Asia,ORD-536754
CMP-000401,2024-08-31 16:29:49,CUST-2028,app,Customer service is unresponsive. Order ORD-442707 has issues but nobody is getting back to me.,Poor Communication,low,SUP-11441,raspberries,Asia,ORD-442707
CMP-000402,2024-09-01 07:07:05,CUST-1688,email,Order ORD-238610 missing items. Expected 234 but received only 55 onions.,Missing Items,medium,SUP-10716,bell peppers,Asia,ORD-238610
CMP-000403,2024-09-01 21:44:22,CUST-2145,app,Pricing error detected. Order ORD-604283 billed at $3012 instead of agreed $2517.,Pricing Error,medium,SUP-11363,spinach,Europe,ORD-604283
CMP-000404,2024-09-02 12:21:38,CUST-2892,email,Delivery driver for order ORD-817999 was extremely rude and unprofessional.,Service Complaint,high,SUP-11305,mangoes,Asia,ORD-817999
CMP-000405,2024-09-03 02:58:55,CUST-2262,social,Invoice ORD-466704 has wrong prices for bell peppers. This needs immediate correction.,Pricing Error,low,SUP-11985,tomatoes,Asia,ORD-466704
CMP-000406,2024-09-03 17:36:11,CUST-1111,app,Service quality is deteriorating. Multiple issues with order ORD-875507 and no one seems to care.,Service Complaint,high,SUP-6712,cantaloupe,North America,ORD-875507
CMP-000407,2024-09-04 08:13:28,CUST-1417,web,Critical delay on order ORD-322167. The broccoli were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-9315,fresh strawberries,Europe,ORD-322167
CMP-000408,2024-09-04 22:50:44,CUST-1123,web,Paperwork for shipment ORD-278593 has wrong product codes. This is delaying our processing.,Documentation Error,medium,SUP-10431,cherries,North America,ORD-278593
CMP-000409,2024-09-05 13:28:00,CUST-2770,email,Order ORD-477717 is incomplete. Missing 29 units of mangoes.,Missing Items,medium,SUP-12100,garlic,North America,ORD-477717
CMP-000410,2024-09-06 04:05:17,CUST-1381,app,Critical delay on order ORD-192296. The kale were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6286,organic apples,Europe,ORD-192296
CMP-000411,2024-09-06 18:42:33,CUST-1720,web,Unacceptable quality for shipment ORD-817552. The oranges do not meet our quality standards.,Quality Issues,low,SUP-5241,potatoes,Europe,ORD-817552
CMP-000412,2024-09-07 09:19:50,CUST-1310,web,"Damaged goods in shipment ORD-336540. Temperature control appears to have failed, limes are spoiled.",Damaged Goods,medium,SUP-6251,spinach,Europe,ORD-336540
CMP-000413,2024-09-07 23:57:06,CUST-1674,social,Incomplete delivery for ORD-734775. 39 cases of bell peppers are missing from the shipment.,Missing Items,high,SUP-12361,carrots,Asia,ORD-734775
CMP-000414,2024-09-08 14:34:23,CUST-2861,app,"Order ORD-550955 completely ruined. cucumbers arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-10956,organic apples,Europe,ORD-550955
CMP-000415,2024-09-09 05:11:39,CUST-2968,social,"Terrible communication regarding shipment ORD-534152. No tracking updates, no responses to calls.",Poor Communication,low,SUP-10054,grapes,North America,ORD-534152
CMP-000416,2024-09-09 19:48:56,CUST-2254,app,"Order ORD-694587 completely ruined. oranges arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-9953,broccoli,North America,ORD-694587
CMP-000417,2024-09-10 10:26:12,CUST-1765,app,Shipment ORD-781121 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-12581,grapes,Europe,ORD-781121
CMP-000418,2024-09-11 01:03:29,CUST-2520,app,Billing discrepancy on order ORD-333365. The unit price for tomatoes doesn't match our contract.,Pricing Error,medium,SUP-8502,raspberries,Asia,ORD-333365
CMP-000419,2024-09-11 15:40:45,CUST-2505,social,Documentation error on order ORD-737460. Invoice doesn't match packing list.,Documentation Error,low,SUP-11774,asparagus,Asia,ORD-737460
CMP-000420,2024-09-12 06:18:02,CUST-2062,social,Order ORD-357657 is incomplete. Missing 45 units of potatoes.,Missing Items,medium,SUP-11337,pears,Europe,ORD-357657
CMP-000421,2024-09-12 20:55:18,CUST-1340,social,Order ORD-583757 is severely delayed. We needed these garlic by 2025-10-28 for our retail operations.,Delivery Delay,medium,SUP-5927,cucumbers,North America,ORD-583757
CMP-000422,2024-09-13 11:32:35,CUST-2119,app,Shipment ORD-829928 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,critical,SUP-7048,avocados,North America,ORD-829928
CMP-000423,2024-09-14 02:09:51,CUST-2857,app,My order #ORD-780081 was supposed to arrive on 2025-10-28 but it's now 3 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-10014,cucumbers,Europe,ORD-780081
CMP-000424,2024-09-14 16:47:08,CUST-1779,email,"Delivery delay for shipment ORD-677079. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-10981,pineapples,Europe,ORD-677079
CMP-000425,2024-09-15 07:24:24,CUST-2282,app,Invoice ORD-402808 shows incorrect pricing. We were quoted $600 but charged $770.,Pricing Error,medium,SUP-9084,potatoes,Asia,ORD-402808
CMP-000426,2024-09-15 22:01:41,CUST-2807,social,"Delivery delay for shipment ORD-737517. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7278,garlic,North America,ORD-737517
CMP-000427,2024-09-16 12:38:57,CUST-2679,app,My order #ORD-684632 was supposed to arrive on 2025-10-26 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-9942,mangoes,Europe,ORD-684632
CMP-000428,2024-09-17 03:16:13,CUST-1100,email,Shipment ORD-191962 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-9742,blueberries,Asia,ORD-191962
CMP-000429,2024-09-17 17:53:30,CUST-2573,web,Order ORD-197649 is severely delayed. We needed these blueberries by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-10690,cherries,Europe,ORD-197649
CMP-000430,2024-09-18 08:30:46,CUST-2079,social,Incomplete delivery for ORD-445200. 8 cases of bananas are missing from the shipment.,Missing Items,low,SUP-10931,watermelons,North America,ORD-445200
